pre-2013,orig.position,dummy.random.order,reviewer.uw,link,trail,other.trails,other.trails.mw,year,month,day,author,anon.author,flowerbadge,bugs.summary,snow.summary,num.pics,flower.in.pics ,flowers.in.pics.spp,bugs.sentiment,wildlife.sentiment,crowding.sentiment,trail.condition.sentiment,weather.sentiment,view.sentiment,wildflower.sentiment,overall.report.sentiment,spp.mentioned,wildflower.value.terms,value.terms,flag,flag.comment,flag.resolved.comment,conflictive
no,9,484,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-11-02.3306156138,skyline loop,no,no,2019,November,2,Dan0204,13920,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,2.5,3,3,4,5,NA,4,NA,NA,gorgeous; spectacular; awe struck; sheer beauty; just spectacular; only; super great,,,,no
no,10,12,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-28.9523780783,skyline loop,no,no,2019,October,27,eccg,14370,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,NA,2,2,4,5,NA,3.5,NA,NA,beautiful; dicey; incredible; so clear,,,,no
no,10,45,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-28.9523780783,skyline loop,no,no,2019,October,27,eccg,14370,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,NA,2.5,2,5,5,NA,4.5,NA,NA,beautiful; dicey; incredible; so clear,,,,no
no,11,9,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-24.5230179291,skyline loop,no,no,2019,October,23,SlowGo,20970,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,4,3,3,3,3,NA,NA,4,NA,NA,happily; adorable,,,,no
no,11,650,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-24.5230179291,skyline loop,no,no,2019,October,23,SlowGo,20970,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,4,4,3,3,4,NA,NA,4,NA,NA,made my heart sink a bit; happily; adorable; what a surprise; enjoy,,,,no
no,12,145,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-15.6738876483,skyline loop,no,no,2019,October,13,"colleenmemaybe
",13740,no,No bugs,Snowfields to cross - could be difficult,3,0,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,completely socked in; still an enjoyable; couldn't see much; still pretty,,,,yes
no,12,507,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-15.6738876483,skyline loop,no,no,2019,October,13,"colleenmemaybe
",13740,no,No bugs,Snowfields to cross - could be difficult,3,0,NA,NA,NA,NA,2.5,1,2.5,NA,3,NA,NA,[not] be clear; completely socked in; despite that; enjoyable; grateful; good; good; pretty ,,,,yes
no,12,,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-15.6738876483,skyline loop,no,no,2019,October,13,"colleenmemaybe
",13740,no,No bugs,Snowfields to cross - could be difficult,3,0,NA,NA,NA,NA,3,2,2.5,NA,3,NA,NA,couln't see a thing; completely socked in; enjoyable; grateful; good: good; great; without too much; coudn't see much; pretty,,,,yes
no,13,443,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-12.5901063319,skyline loop,no,no,2019,October,12,KYeoman,17280,no,No bugs,Snow free,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,no
no,13,638,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-12.5901063319,skyline loop,no,no,2019,October,12,KYeoman,17280,no,No bugs,Snow free,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,no
no,14,457,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-12.1522882452,skyline loop,no,no,2019,October,11,oOmunkeyOo,19320,no,No bugs,Intermittent snow - not hard to cross,3,0,NA,NA,NA,3,3,3,5,NA,4.5,NA,NA,a lot; nicely paved; very cooperative; amazing visibility; gorgeous; very enjoyable,,,,no
no,14,639,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-12.1522882452,skyline loop,no,no,2019,October,11,oOmunkeyOo,19320,no,No bugs,Intermittent snow - not hard to cross,3,0,NA,NA,NA,3,3.5,4.5,5,NA,4.5,NA,NA,a lot; easily; nicely paved; nice; very cooperative; amazing; doable; gorgeous; past prime; very enjoyable,,,,no
no,15,134,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-07.8316381903,skyline loop,golden gate; myrtle falls,no,2019,October,6,KatieJM,16740,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,3.5,NA,3,3.5,5,NA,4,NA,NA,completely clear; isn't as bright; nice golden hue; pretty easy; spectacular,,,,no
no,15,246,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-07.8316381903,skyline loop,golden gate; myrtle falls,no,2019,October,6,KatieJM,16740,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,3,NA,3,5,5,NA,4.5,NA,NA,completely clear; [not] as bright; nice; fine; pretty easy; spectacular,,,,no
no,16,85,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-06.4809664919,skyline loop,myrtle falls; mazama ridge snowshoe,no,2019,October,5,KYeoman,17280,no,Bugs were not too bad,Intermittent snow - not hard to cross,2,0,NA,NA,NA,2.5,2.5,NA,4.5,NA,4,NA,NA,still a good hike; crowded; terrific,,,,no
no,16,556,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-06.4809664919,skyline loop,myrtle falls; mazama ridge snowshoe,no,2019,October,5,KYeoman,17280,no,Bugs were not too bad,Intermittent snow - not hard to cross,2,0,NA,NA,NA,3,2,NA,4.5,NA,3.5,NA,NA,good; crowded; quieter; terrific,,,,no
no,17,498,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-01.8989301678,skyline loop,no,no,2019,September,30,"kellalyn
",16770,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,3.5,NA,2,3.5,4.5,NA,4.5,NA,NA,quite cold out there; very much enjoyed; met lovely people; bequtiful panoromic; clearish; not too much,,,,no
no,17,705,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-10-01.8989301678,skyline loop,no,no,2019,September,30,"kellalyn
",16770,no,No bugs,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,4.5,4,1,3.5,4,NA,4,NA,NA,Boy; ill-prepared; too covered in snow; quite cold; thankful; very much enjoyed; beautiful; thankful; clearish; not too much; we would love to get back,,,,no
no,18,19,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-21.0128549888,skyline loop,golden gate,no,2019,September,21,Wham,22380,no,No bugs,Snow free,4,0,NA,NA,5,3,5,3,5,NA,5,NA,NA,spectacular; stunning; great; one of our favorites,,,,no
no,18,495,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-21.0128549888,skyline loop,golden gate,no,2019,September,21,Wham,22380,no,No bugs,Snow free,4,0,NA,NA,3.5,3.5,NA,5,NA,NA,5,NA,NA,spectacular; still stunning; great; never seemed too crowded; one of our favorites,,,,no
no,19,46,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-25.8035551252,skyline loop,alta vista loop,no,2019,September,21,HGriesbach,15360,no,No bugs,Snow free,4,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,great,,,,no
no,19,99,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-25.8035551252,skyline loop,alta vista loop,no,2019,September,21,HGriesbach,15360,no,No bugs,Snow free,4,1,uncertain 1,NA,NA,NA,NA,2.5,3.5,NA,3.5,NA,NA,great,flag,unknown species,species id,no
no,20,250,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-21.4160033984,skyline loop,camp muir; paradise; deadhorse creek,no,2019,September,21,ngie,18930,yes,Bugs were not too bad,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,NA,NA,3,NA,NA,3,3.5,Erigeron peregrinus; Calluna vulgaris; Xerophyllum tenax,most are gone; remnants,great,,,,no
no,20,567,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-21.4160033984,skyline loop,camp muir; paradise; deadhorse creek,no,2019,September,21,ngie,18930,yes,Bugs were not too bad,Trail snow-covered at times - gear and expertise recommended,4,0,NA,NA,NA,3,3,NA,NA,3,3.5,purple daisies; bear grass; heather,most are gone; remnants; great,fair; pretty low; great,,,,no
no,21,72,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-06.9870800482,skyline loop,no,no,2019,September,5,JetCityCobra,16140,yes,No bugs,Snow free,4,0,NA,NA,4,NA,4,NA,3,NA,5,NA,NA,easy to navigate; very well marked; spectacular; wonderful; highly recommend,,,,no
no,21,458,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-06.9870800482,skyline loop,no,no,2019,September,5,JetCityCobra,16140,yes,No bugs,Snow free,4,0,,NA,5,NA,4.5,NA,4,NA,5,NA,NA,very easy; pretty; nicely; easy; huge; good; massive; a lot; spectacular; wonderful; very informative; very friendly; highly recommend,,,,no
no,22,,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-04.5506189238,skyline loop,no,no,2019,September,3,Jet Guy,16110,yes,Bugs were not too bad,Snow free,1,0,NA,NA,4,NA,4,NA,4,NA,4,NA,NA,good; great; tough; beautiful,,,,yes
no,22,84,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-04.5506189238,skyline loop,no,no,2019,September,3,Jet Guy,16110,yes,Bugs were not too bad,Snow free,1,0,NA,NA,3,NA,4,NA,5,NA,3.5,NA,NA,good; beautiful,,,,yes
no,22,242,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-04.5506189238,skyline loop,no,no,2019,September,3,Jet Guy,16110,yes,Bugs were not too bad,Snow free,1,0,NA,NA,4,NA,4,NA,4,NA,4,NA,NA,good; great; less strenuous; beautiful; lots of; pretty brave,,,,yes
no,23,201,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-04.6647313652,skyline loop,no,no,2019,September,3,rae_outside,19920,yes,No bugs,Snow free,4,1,uncertain 1,NA,4,NA,NA,5,5,3.5,4,NA,this hike has,great; amazing; very clear,flag,unknown species,species id,no
no,23,291,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-04.6647313652,skyline loop,no,no,2019,September,3,rae_outside,19920,yes,No bugs,Snow free,3,1,uncertain 1,NA,5,3,3,5,5,4,5,NA,NA,great; amazing; great; not much; so much; not too windy; easier; [not] that hard; pretty quickly; great; very clear; much lusher; phenomenal; very leisurely; great; great; ,,,,no
no,24,131,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-02.3768940854,skyline loop,no,no,2019,August,30,geogo,15030,no,No bugs,Snow free,4,0,NA,NA,3,3,3,5,2.5,NA,4,NA,NA,great; perfect,,,,no
no,24,295,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-02.3768940854,skyline loop,no,no,2019,August,30,geogo,15030,no,No bugs,Snow free,4,0,NA,NA,4,3,3,4.5,2.5,NA,4,NA,NA,great; lots of; perfect; lots of; lots of; abundance; lots of,,,,no
no,25,370,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-01.5749957641,skyline loop,no,no,2019,August,30,Karen Daubert,16500,no,No bugs,Snow free,2,0,NA,NA,NA,3,4.5,NA,5,NA,5,NA,NA,classic; must-hike; great; not an easy; awe inspiring; in all their glory; very good; getting better,,,,no
no,25,845,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-09-01.5749957641,skyline loop,no,no,2019,August,30,Karen Daubert,16500,no,No bugs,Snow free,2,0,NA,NA,NA,4,4.5,NA,5,NA,5,NA,NA,classic; must-hike; great; good fortune; not an easy; AWE inspiring; in all their glory; very good; getting better,,,,no
no,26,491,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-29.0010420763,skyline loop,no,no,2019,August,28,"rymacncheese
",20250,yes,No bugs,Snow free,2,1,uncertain 1,NA,3,3,NA,5,4.5,2.5,4,NA,clinging to life; definitely will return earlier next year during peak flower season,perfect; beyond picteresque; nice; excitement; good; gorgeous,flag,unknown species,species id,yes
no,26,541,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-29.0010420763,skyline loop,no,no,2019,August,28,"rymacncheese
",20250,yes,No bugs,Snow free,2,2,uncertain 1; uncertain 2,NA,3,2.5,NA,5,5,4,4.5,NA,lots of; clinging to life,perfect; beyond picturesque; plenty; lots of; nice; excitement; love; no joke; legit; lots of; gorgeous,,,,yes
no,27,696,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-30.9765266964,skyline loop,no,no,2019,August,27,HeronBee,15330,yes,No bugs,Snow free,3,0,NA,NA,4,3,NA,5,5,4,4.5,NA,beauty of a day with lots of wildflowers still in bloom,great,,,,no
no,27,749,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-30.9765266964,skyline loop,no,no,2019,August,27,HeronBee,15330,yes,No bugs,Snow free,3,1,uncertain 1,NA,4,3.5,NA,NA,5,4.5,4.5,NA,lots of; still in bloom,Beauty; plenty of; enjoying; very safe; so many great,,,,no
no,28,219,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-26.6587140532,skyline loop,no,no,2019,August,25,Holly Miller,15630,yes,No bugs,Intermittent snow - not hard to cross,4,1,uncertain 1; uncertain 2,NA,3.5,2,NA,2.5,3.5,NA,3.5,NA,NA,heavily trafficked; great,flag,unknown species,species id,no
no,28,786,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-26.6587140532,skyline loop,no,no,2019,August,25,Holly Miller,15630,yes,No bugs,Intermittent snow - not hard to cross,3,1,uncertain1,NA,3,2,NA,2,3.5,NA,3,NA,NA,heavily trafficked; great,,,,no
no,29,410,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-26.7903727145,skyline loop,no,no,2019,August,24,OrbitingJV,19350,no,No bugs,Snow free,2,0,NA,NA,NA,NA,NA,1.5,3,NA,4,NA,NA,really enjoyed; unfortunately; great; uncomfortable,,,corrected misplaced value terms ,no
no,29,456,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-26.7903727145,skyline loop,no,no,2019,August,24,OrbitingJV,19350,no,No bugs,Snow free,2,0,NA,NA,NA,NA,NA,1,3,NA,4,NA,NA,really enjoyed; unfortunately; plenty of; great; fairly; uncomfortable,,,,no
no,30,251,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-25.3770361131,skyline loop,lakes loop; narada falls,no,2019,August,24,Ash99,12720,yes,No bugs,Snow free,4,1,uncertain 1,NA,5,3,NA,2.5,2,2.5,4,Lupinus spp.; Polygonum bistortoides; Anemone occidentalis; Pedicularis rainierensis; Castilleja spp.,very few; had many; past peak,best; still wonderful; eerily beautiful; enamored; fun,flag,unknown species,species id,no
no,30,666,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-25.3770361131,skyline loop,lakes loop; narada falls,no,2019,August,24,Ash99,12720,yes,No bugs,Snow free,4,0,NA,NA,5,3,NA,2.5,3,4,4,lupine; bistort; pasqueflower; seedheads; lousewort; paintbrush,wonderful; very few; many; past peak,better; alas; best; wonderful; moderately; very few; animated; many; past peak; obscured; eerily beautiful; hordes; thankful; sorry; alas; best; especially enamored; fun; beauty ,,,,no
no,31,311,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-21.8108688937,skyline loop,no,no,2019,August,21,Cheetarzan,13530,yes,No bugs,Snow free,4,2,uncertain 1; uncertain 2,NA,NA,3,NA,3,3.5,2,3.5,NA,hoping for the flower show; we were too late,great,flag,unknown species,species id,no
no,31,535,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-21.8108688937,skyline loop,no,no,2019,August,21,Cheetarzan,13530,yes,No bugs,Snow free,4,2,uncertain 1; uncertain 2,NA,NA,2,NA,2,3,2,3,asters,too late; just a few asters and hangers on,good; too late; same as always; great; incredibly busy; busy,,,,no
no,32,400,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-20.5364687140,skyline loop,no,no,2019,August,19,eric and heather,14580,yes,No bugs,Snow free,4,0,NA,NA,4,2,NA,NA,5,4,4,NA,the entire time,be warned; can't complain; spectacular,,,,no
no,32,453,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-20.5364687140,skyline loop,no,no,2019,August,19,eric and heather,14580,yes,No bugs,Snow free,4,3,uncertain 1; uncertain 2; uncertain 3,NA,4,2,NA,NA,5,4,4,NA,NA,conga line; be warned; fairly; can't complain; happy; spectacular,,,,no
no,33,144,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-18.9214597242,skyline loop,no,no,2019,August,18,kudobar,17250,yes,No bugs,Intermittent snow - not hard to cross,4,3,uncertain 1; uncertain 2; Castilleja spp.,NA,4,3,3,NA,5,4,4.5,NA,beautiful; slightly past their peak,beauty; beautiful; charming; breathaking; too crowded; overflowing with intimate beauty,flag,unknown species,species id,no
no,33,325,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-18.9214597242,skyline loop,no,no,2019,August,18,kudobar,17250,yes,No bugs,Intermittent snow - not hard to cross,4,3,uncertain 1; uncertain 2; uncertain 3,NA,4.5,3,2.5,NA,5,4,4.5,NA,beautiful; slightly past their peak,Oh; beauty; best; beautiful; charming; breathtaking; too crowded; overflowing; intimate beauty; thankfully,,,,no
no,34,234,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-19.6936835270,skyline loop,no,no,2019,August,17,jjnoris17,16170,yes,No bugs,Snow free,4,0,NA,NA,NA,2,NA,NA,5,NA,4.5,NA,NA,bit dissapointed; was amazing; great,,,corrected misplaced value terms,no
no,34,374,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-19.6936835270,skyline loop,no,no,2019,August,17,jjnoris17,16170,yes,No bugs,Snow free,4,0,NA,NA,NA,2,NA,3.5,4.5,NA,4.5,NA,NA,socked in; a bit disappointed; boy; amazing; great; great,,,,no
no,35,141,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-19.8674919474,skyline loop,no,no,2019,August,17,Puzzled,19800,yes,No bugs,Snow free,0,0,NA,NA,3,2.5,5,NA,5,NA,5,NA,NA,stunning; gorgeous; phenomenal; beautiful; favorite,,,,no
no,35,231,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-19.8674919474,skyline loop,no,no,2019,August,17,Puzzled,19800,yes,No bugs,Snow free,0,0,NA,NA,4,2.5,5,NA,5,NA,5,NA,NA,stunning; gorgeous; phenomenal; quite; beautiful; really fun; favorite,,,,no
no,36,220,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-17.3380524373,skyline loop,no,no,2019,August,16,Ash99,12720,yes,No bugs,Snow free,4,2,uncertain 1; uncertain 2; Cassiope mertensiana; Oresostemma apligenum; Lupinus spp.;,NA,4,2,NA,2.5,2.5,4,4,Castilleja spp.; Anemone occidentalis; Oresostemma apligenum; Pedicularis rainierensis; Gentiana calycosa; Viola spp.; Phyllodoce spp.; Cassiope mertensiana,beautiful; rainbow of colors,gorgeous; like magic; absolutely awe-inspiring; entertained; low key; very crowded,flag,unknown species,species id,no
no,36,755,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-17.3380524373,skyline loop,no,no,2019,August,16,Ash99,12720,yes,No bugs,Snow free,4,5,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5,NA,4,2,NA,2.5,4,5,4.5,paintbrush; pasqueflower; seedheads; aster; lousewort; gentian; lupine; violets; heather,beautiful; rainbow of colors,worried; beautiful; gorgeous; gorgeous; like magic; absolutely awe-inspiring; entertained; very crowded,,,,no
no,37,645,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-12.0371656048,skyline loop,no,no,2019,August,11,Dan0204,13920,yes,No bugs,Snow free,4,1,uncertain 1; uncertain 2,NA,NA,3,2.5,2,NA,NA,4,NA,NA,fun; would be better,flag,unknown species,species id,no
no,37,724,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-12.0371656048,skyline loop,no,no,2019,August,11,Dan0204,13920,yes,No bugs,Snow free,4,0,NA,NA,NA,3,NA,1,NA,NA,2,NA,NA,brrr; fun; would be better if we could see,flag,"did not do skyline, but a parallel one",decided to keep,no
no,38,169,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-10.9323592086,skyline loop,no,no,2019,August,9,Karl Larsen,16530,yes,Bugs were not too bad,Snow free,3,1,uncertain 1,3,NA,2,5,2.5,NA,NA,3,NA,NA,great; swarming; not a problem,flag,unknown species,species id,no
no,38,641,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-10.9323592086,skyline loop,no,no,2019,August,9,Karl Larsen,16530,yes,Bugs were not too bad,Snow free,3,1,uncertain 1,3,NA,2,5,4,NA,NA,3.5,NA,NA,GREAT; swarming; not a problem; not quite,,,,no
no,39,211,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-08.1005842210,skyline loop,no,no,2019,August,8,Cariuh,13380,yes,Bugs were terrible,Snow free,3,4,Lupinus spp.; uncertain 1; uncertain 2; uncertain 3,NA,4,NA,5,NA,NA,3.5,3,NA,blooming like crazy,excellent,flag,unknown species,species id,no
no,39,497,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-08.1005842210,skyline loop,no,no,2019,August,8,Cariuh,13380,yes,Bugs were terrible,Snow free,3,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,NA,5,2,5,3,NA,5,4,NA,blooming like crazy,blooming like crazy; excellent,,,,no
no,40,163,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-06.4257052347,skyline loop,no,no,2019,August,6,AllOfUs,12420,yes,Bugs were not too bad,Snow free,4,1,uncertain 1; Lupinus spp.; uncertain 2; uncertain 3; uncertain 4,3,4,2,NA,3,NA,5,5,NA,amazing; had to stop and take it all in,totally worth it; grateful,flag,unknown species,species id,no
no,40,578,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-06.4257052347,skyline loop,no,no,2019,August,6,AllOfUs,12420,yes,Bugs were not too bad,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,3.5,5,3,NA,4,4,5,5,NA,Amazing,grumpy; totally worth it; amazing; dismay; so much to take in; best; filled; lots of maelstrom; worth the effort; grateful,,,,no
no,42,323,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2019-08-08.4827450904,skyline loop,no,no,2019,August,3,Leap,17460,yes,No bugs,Snow free,4,1,uncertain 1; uncertain 2; uncertain 3; uncertain 4,NA,5,3,NA,NA,5,5,4.5,NA,great,incredible; great,flag,unknown species,species id,no
